method,mean_initial,sd_initial,alpha,mean_vi,sd_vi,elbo,vi_stepsched
CSVI,-0.0005290367888040001,1,100,0.0005030865585973593,2.0000600401209625,-0.36877782389104663,5
CSVI,-0.001136425477781,1,100,-0.006348974199411031,1.9983985056234834,-0.3460075227954271,5
CSVI,-9.566402519225179e-05,1,100,-0.01805982460935694,1.9975752227384058,-0.3283207790012548,5
CSVI,0.34055751265776096,1,100,-0.007676075662549234,1.9982140638979733,-0.3424763739515817,5
CSVI,-0.004235686534949001,1,100,-0.0027163243117575794,2.002787925525777,-0.3541012238353307,5
CSVI,-0.151683610306855,1,100,-0.008291686040912327,2.0036118600192543,-0.3608282401886811,5
CSVI,-0.00031759941153299996,1,100,0.0012230359269693233,2.001255779234436,-0.3820235764725308,5
CSVI,0.0033811518131220005,1,100,0.0064020649939573755,1.9983652230524414,-0.349698236599397,5
CSVI,0.003418625067471,1,100,-0.0013836143920266375,1.9982773092902546,-0.3301578438523367,5
CSVI,-0.400600388189151,1,100,-0.01908848562629327,2.002465088919811,-0.3886651920591633,5
CSVI,-0.0020812516444610003,1,100,0.0034067447648738263,2.0026096118041603,-0.3690042160381197,5
CSVI,-0.002515424658282,1,100,0.0010119526544718155,2.000159798060731,-0.3649697091591291,5
CSVI,-0.006798294935631,1,100,0.013385198988410445,2.005452577698086,-0.40051029025108553,5
CSVI,0.0022851813904680002,1,100,0.002583339844010362,1.9990272133020268,-0.36046606773783596,5
CSVI,0.005709031727752,1,100,-0.0034322542500929264,2.005129502128905,-0.3609525442710684,5
CSVI,-0.001049712484201,1,100,-0.0010452345832214465,1.9991760435772774,-0.35693649578904685,5
CSVI,-0.002489668023285,1,100,0.0017581029348433441,2.0029284441262347,-0.3794101628386599,5
CSVI,9.43261629231734e-05,1,100,-0.003681137101925777,2.005840500928595,-0.3861490027549994,5
CSVI,-0.0028034199666409996,1,100,-0.0038553437838844094,1.9939990248153299,-0.3191168063567562,5
CSVI,-0.000204081426565,1,100,0.004966837886721141,1.9974011399275386,-0.3764746956069156,5
CSVI,0.00083491125394,1,100,-0.0013742992953338835,2.005110552921396,-0.3594082234287166,5
CSVI,0.000504675749773,1,100,-0.0067076112368229975,1.9993860902157143,-0.3597566282176201,5
CSVI,-0.041279037146791,1,100,-0.004165854979608249,1.9949594777895499,-0.327710190806092,5
CSVI,0.0009551636915680001,1,100,-0.0036110852069881536,2.007729813239648,-0.3172557134173708,5
CSVI,-0.0028638649046279995,1,100,0.010036611382656978,2.0015289564086967,-0.36353502093055745,5
CSVI,-0.0034929049979240006,1,100,0.0019991861981713257,2.0073806495510924,-0.36249531328992646,5
CSVI,-0.003170323874854,1,100,-0.00398530279321778,1.9936244312213118,-0.3622584011544605,5
CSVI,-0.000913527926252,1,100,-0.0026178451754757933,2.006025994407472,-0.394164236323435,5
CSVI,0.005094538253108,1,100,-0.004599162342294399,2.006529280503868,-0.335833926661123,5
CSVI,0.0019426695711289997,1,100,1.6606634044602774e-05,2.002341898101221,-0.37910457145268417,5
CSVI,0.001030922862511,1,100,0.0006536130244574076,1.9988243058735644,-0.3519875300950197,5
CSVI,0.0012974285914779998,1,100,-0.007883831582239662,2.0091739064184218,-0.34455873718256225,5
CSVI,0.0009500427229700001,1,100,-0.007134101092302846,1.9996032333914693,-0.34680214784760466,5
CSVI,-0.0024098370201810003,1,100,-0.00012063582461551685,1.9936708247126291,-0.35604469841296815,5
CSVI,-0.002512810118032,1,100,0.011246401924556452,1.999293185103757,-0.3511088207579798,5
CSVI,0.00070675026476,1,100,0.006816671171753446,1.9994085929777423,-0.3606584339525081,5
CSVI,1.09080225939217,1,100,0.011352340890443012,2.003645017593272,-0.36979464051357613,5
CSVI,3.1459634540867893e-05,1,100,0.011084880276469264,1.9960981419417392,-0.353472598332671,5
CSVI,0.001920307780782,1,100,-0.008374077973515817,1.9999006216690434,-0.3090256839188399,5
CSVI,0.002285506408972,1,100,0.004833970254188981,1.994976919972032,-0.3616024326506002,5
CSVI,0.003428820127652,1,100,-0.00408886898093251,1.9960793838547626,-0.3720532583553293,5
CSVI,-0.005798606486196,1,100,0.0032404837569699066,2.001638573907101,-0.37187791293892625,5
CSVI,-0.005231528790068,1,100,-0.0005601126463223436,1.9953362461758914,-0.33052860823972763,5
CSVI,-0.00111502366271,1,100,-0.0013023643503310086,1.9980650972476064,-0.34207194588406953,5
CSVI,-0.036727181843012005,1,100,-0.01039168727304447,2.004422959913578,-0.38293214291886635,5
CSVI,0.0029382569510900004,1,100,-0.0011093874706873525,1.988181263183442,-0.35165182111173765,5
CSVI,0.004444548262014,1,100,0.004628895255251507,2.0019223452487562,-0.3329533675327161,5
CSVI,-0.002915608031336,1,100,-0.0022871763922730952,2.0003596854599897,-0.34662975720719125,5
CSVI,-0.07031556993799401,1,100,0.007035642212576616,1.9994237272047866,-0.3178623173830455,5
CSVI,-0.0022394762131009997,1,100,0.002903401789198847,2.0013263664282777,-0.3432802011996916,5
CSVI,0.014518264817354,1,100,0.007350387507593416,2.001201749661284,-0.3585593379255707,5
CSVI,0.042334866185277,1,100,0.0023925436237381466,1.9991582965743595,-0.3173982158058135,5
CSVI,-0.006098437733371999,1,100,0.004741964647816136,1.993312144919329,-0.36003406730405585,5
CSVI,-0.001626360425205,1,100,-0.0010310650225429558,1.9970080631553069,-0.35587050423877065,5
CSVI,0.002670541314568,1,100,-0.003797523039350676,2.004653060388434,-0.3391150432551928,5
CSVI,-0.003922637692187,1,100,0.0015828352689137301,1.9960405137486454,-0.33470773277218413,5
CSVI,0.002167911895538,1,100,-0.0070159069047651965,1.9988342142836437,-0.3754350020492896,5
CSVI,-0.002870124787222,1,100,-0.003795816011998227,2.0042312657902968,-0.3301511749436439,5
CSVI,-0.000154604267034,1,100,-0.002118060823166674,1.9993597484514176,-0.3945308857253229,5
CSVI,-0.000738028902751,1,100,0.004514559209199409,1.9954670149460225,-0.3605609254891511,5
CSVI,-0.000467824437229,1,100,-0.0020608369316227645,1.9948792587194255,-0.34251833922399966,5
CSVI,-0.319172279783451,1,100,-0.005580426177459089,2.004111518672641,-0.34349085768607246,5
CSVI,-0.0030619615276700003,1,100,0.001864265683406434,1.9961218630520037,-0.34842897992047694,5
CSVI,0.277619003961475,1,100,-0.0015356408684785894,2.007223916873662,-0.32729265707602817,5
CSVI,-0.447115606474036,1,100,-0.0012089390034134516,1.9978171315693174,-0.34007913268854706,5
CSVI,-0.001593466239655,1,100,0.011192527774894198,1.997062925975414,-0.3532880156204965,5
CSVI,0.000510508847943,1,100,-0.0014560172673547642,1.9990038743084007,-0.37122727535056965,5
CSVI,0.002144464392696,1,100,-0.0008793507654624067,1.9960012873362516,-0.3807760578027244,5
CSVI,-0.004751315233833,1,100,0.0006073103226331265,2.004956867745608,-0.38212134974680234,5
CSVI,-0.001112502441953,1,100,-0.007788017898685517,2.002141625337637,-0.3753577597932032,5
CSVI,-0.002830905550092,1,100,-0.0015087934949456366,1.9971404079993718,-0.36648838301582076,5
CSVI,0.001675203473084,1,100,-0.0003776201378860332,2.002967840572172,-0.34650789192368414,5
CSVI,0.005408038427968,1,100,0.008620306722914512,2.005395127286371,-0.3767280178141763,5
CSVI,0.00041257231686400004,1,100,0.0034011625954703927,1.9909589982764102,-0.3614788457802547,5
CSVI,-0.0012227822882880002,1,100,0.007780189722827524,1.9984125187148003,-0.3586737648441254,5
CSVI,0.002131116151258,1,100,0.009349760523577569,2.0006196938388596,-0.3614418546401583,5
CSVI,0.00422055826019,1,100,-0.003410559645405335,1.9937255181474947,-0.35180006576316325,5
CSVI,-0.06230199454648,1,100,-0.011288388868046301,1.992379464066709,-0.32185770397397917,5
CSVI,-0.05422543209350401,1,100,-0.0096811965178847,2.006503264504306,-0.376327694615326,5
CSVI,-0.000652783974878,1,100,-0.0016883924080736375,2.003924881926372,-0.3470304059744058,5
CSVI,-0.004734052644278,1,100,0.0006444588921453377,1.9938318467865577,-0.36700435984104507,5
CSVI,-0.00104197515012,1,100,0.0003791295671782999,1.9969241764044607,-0.33587661455109474,5
CSVI,0.001144663783905,1,100,-0.00029976017780535653,2.0063181958330016,-0.3606920879501656,5
CSVI,0.002018635530321,1,100,-0.002028016537865907,2.0004599979215976,-0.3508463827943653,5
CSVI,-0.00370927292819,1,100,0.009060395580342334,2.0024513514678017,-0.3868791578275306,5
CSVI,0.0029836077726470003,1,100,0.005539526776463723,2.006984180545954,-0.3233844340906651,5
CSVI,-0.000324368597041,1,100,-0.0017568753586664708,2.00928735661076,-0.3396170040168509,5
CSVI,-0.002506914135362,1,100,0.01061003177411433,2.0002610380543246,-0.387419928865369,5
CSVI,0.00076403057771,1,100,0.008076091452933698,1.9996428241932935,-0.3671228195821272,5
CSVI,-0.000978092712728,1,100,-2.9225947295992515e-05,2.0033233437724944,-0.34495015886940594,5
CSVI,0.000639119220434,1,100,-0.011317256952898662,2.0052819276226974,-0.3504257031112479,5
CSVI,0.00316396605976,1,100,-0.003322453994779192,2.0021538574183197,-0.37707208503156586,5
CSVI,0.00241443528265,1,100,0.0009585604956553577,2.000555673026539,-0.3209169434013619,5
CSVI,-0.033701371680848996,1,100,0.011221020435005634,2.0001279004810666,-0.4085657053145688,5
CSVI,-0.004508236627967999,1,100,-0.009078209479665256,1.9962873245807062,-0.31915522542293173,5
CSVI,0.009690003337767001,1,100,0.017611370023054,2.000556564675645,-0.3225368381638525,5
CSVI,-0.0017881454328039998,1,100,-0.008021712297870125,1.9975688117168235,-0.3000027041646032,5
CSVI,0.004156346206774001,1,100,0.00011044518163775935,2.0026211128590874,-0.3579504565587066,5
CSVI,-0.0006453939156849999,1,100,-0.003207011451601939,1.9965424278247206,-0.3132329027341956,5
CSVI,-0.10825135668373,1,100,0.002392712942548353,1.9911501613881346,-0.339092462277057,5
CSVI,-30.010759013835603,1,10,-30.013308102853482,2.997992857562806,-1.8658126199306118,5
CSVI,-30.0039819729608,1,10,-30.01414271225154,3.0054429664502305,-1.9082575216517208,5
CSVI,-29.9991999803206,1,10,-30.01506342583434,2.9955666445642897,-1.8733293077222788,5
CSVI,30.001658764536902,1,10,29.982635306508364,3.01768914894356,-1.8676896933994707,5
CSVI,-29.998657897854198,1,10,-30.002634047718914,2.988889303407034,-1.8794773044108037,5
CSVI,30.0086568384829,1,10,30.00324550725522,3.005603485427055,-1.9161319673582033,5
CSVI,29.994739154639202,1,10,30.009051796634402,3.003432437115077,-1.8771049316733661,5
CSVI,30.0009308982657,1,10,29.99916924162633,2.9996875559403264,-1.9130292331128458,5
CSVI,-30.0006151965737,1,10,-30.01655328926365,2.9976189572193377,-1.8839754077258464,5
CSVI,-29.9974272021941,1,10,-30.01099273497612,2.9991146962518305,-1.8753567311912787,5
CSVI,0.001551134726447,1,10,0.0026278188436496533,1.9993490620728351,-0.3770875169002692,5
CSVI,-29.997287621110395,1,10,-30.02118693441532,2.994191551232743,-1.8926984092265942,5
CSVI,0.006387235815941,1,10,-0.000817267631909269,2.00023177994428,-0.3364603088301985,5
CSVI,-29.999104708499697,1,10,-29.98070033728439,3.0006725799430853,-1.9095867789551377,5
CSVI,-30.001036184008,1,10,-30.0013096867087,3.0055011913849214,-1.94768233824061,5
CSVI,29.992737765550498,1,10,29.990982584860916,3.000183613215488,-1.884327111972767,5
CSVI,29.9940495633081,1,10,29.98986874070444,3.0160900963727566,-1.887368318092871,5
CSVI,-30.0048044049955,1,10,-30.005887662682184,2.9960737337948475,-1.9115780947176395,5
CSVI,-0.003657094782834,1,10,-0.006229618920094499,1.9913385193272168,-0.36497670369168667,5
CSVI,29.9993516970957,1,10,29.985501969658085,2.9947872820314925,-1.9247637826074477,5
CSVI,29.9943004198344,1,10,30.007171906020844,2.995950786748074,-1.9040099171752733,5
CSVI,29.9958986302506,1,10,30.00969311702549,3.0044320895736116,-1.9197797830296395,5
CSVI,30.0029652007133,1,10,30.01428513981743,2.9906106205768475,-1.9052543620677476,5
CSVI,0.00059906598674,1,10,-0.0010654133729072635,2.002348407187526,-0.3733727001478053,5
CSVI,29.9997669413527,1,10,29.986465101162924,2.9888248103056307,-1.9040604937848284,5
CSVI,30.002168757948898,1,10,30.004646118466713,2.99831558795337,-1.8986945855067416,5
CSVI,-29.986291071215895,1,10,-29.999299897736833,3.005623136571795,-1.8931492851118161,5
CSVI,29.995995022752698,1,10,30.00549538000538,2.9858375751688357,-1.860343098739123,5
CSVI,30.0034194531384,1,10,29.999090939692373,2.993275943234571,-1.9342025034936228,5
CSVI,-29.9985141163767,1,10,-30.00650379731776,2.9844865397434424,-1.9353766065836955,5
CSVI,-29.992465014576396,1,10,-30.002581680046667,3.002090555839357,-1.881028331658233,5
CSVI,30.0065325429676,1,10,30.01455183541218,3.0047804788465293,-1.8865339094150624,5
CSVI,29.9930552171095,1,10,30.016547904833658,3.004816150852943,-1.8840793297633738,5
CSVI,-0.000382928935376,1,10,0.006005716191859077,1.989654888913519,-0.3631623296065656,5
CSVI,30.005968883221698,1,10,29.996485207478283,2.995266242100369,-1.889615243798687,5
CSVI,29.9937955882608,1,10,29.97116447936804,3.001033722651602,-1.9064412479148176,5
CSVI,-29.9998311700558,1,10,-29.999838964497204,2.9990776382338096,-1.900579888255299,5
CSVI,29.9965419855231,1,10,30.026228804072893,2.9983474479343957,-1.8722310719890638,5
CSVI,29.9979621366402,1,10,30.01367450781469,2.9880640665928655,-1.9061099146466804,5
CSVI,-29.9939540509824,1,10,-30.00291636056469,2.995274012376678,-1.9049016783949089,5
CSVI,30.0076710962467,1,10,29.97967704603148,2.992102090526634,-1.9138548158571944,5
CSVI,29.9891424538347,1,10,29.99879108814361,3.009482835704735,-1.8870983882259305,5
CSVI,-29.994175552390498,1,10,-29.980630975572353,3.0011267054649635,-1.9202281906199596,5
CSVI,30.0066999607307,1,10,30.03990460858424,3.0059519322001993,-1.909779445646567,5
