method,mean_initial,sd_initial,alpha,mean_vi,sd_vi,elbo,vi_stepsched
CSVI,-12.164903999849999,1.0,100000,-29.994677543624732,2.997536755419218,-1.897719898833659,5
CSVI,4.91698347495103,1.0,100000,-0.01794784387235622,2.000012025442847,-0.3823466327149272,5
CSVI,4.149559242524526,1.0,100000,-0.006550401349893186,2.004297522363231,-0.34761169362128896,5
CSVI,-3.207444023150994,1.0,100000,0.006016366599439139,1.9968757394807348,-0.33388966096842543,5
CSVI,-5.516806122636273,1.0,100000,-0.015284962899796877,1.997538518086308,-0.3460070595209519,5
CSVI,-3.7930114222063165,1.0,100000,0.012807605069246499,2.002338629119978,-0.36447717643002076,5
CSVI,-3.4735250260159183,1.0,100000,0.012440286584281366,2.007392825944441,-0.39782117238108805,5
CSVI,-5.763628605143405,1.0,100000,0.0028955746906119432,1.998971823321792,-0.37507094098200655,5
CSVI,16.913501504045943,1.0,100000,30.000281378499455,3.002222084836851,-1.8962461716766543,5
CSVI,3.6700050470730687,1.0,100000,0.00534980459362003,1.9983060548681335,-0.3361977885580054,5
CSVI,3.560066267695892,1.0,100000,-0.0016914040843781296,2.0049740679089707,-0.39103643796636556,5
CSVI,-2.6392639129799997,1.0,100000,-0.005902069408992647,2.00261041340826,-0.34876499074367384,5
CSVI,-13.057843410089625,1.0,100000,2.2483990418396056,13.125002929322736,-5.055551778330593,5
CSVI,-0.5830695382190624,1.0,100000,-0.010853877988532434,2.005518924443981,-0.32813419010491796,5
CSVI,4.8115309721494945,1.0,100000,0.0030316758767622125,1.999249440245217,-0.37158383936664574,5
CSVI,2.6137499276091285,1.0,100000,-0.011447569159999003,1.9981628195160304,-0.31452301851347286,5
CSVI,1.1083906532449417,1.0,100000,-0.005143404419342533,1.9966924704465063,-0.3831028013443638,5
CSVI,-7.595257855348263,1.0,100000,0.011027291754572427,2.0040088204559896,-0.332376051693835,5
CSVI,2.563491869111391,1.0,100000,0.004766923284704141,2.0059581015138015,-0.433423665535698,5
CSVI,5.917748461016778,1.0,100000,-0.011842378119690244,2.0038850052351402,-0.3496172087018947,5
CSVI,-18.858051490686808,1.0,100000,-29.89463589963727,3.0201731497964035,-1.9222672705603792,5
CSVI,4.368510351765364,1.0,100000,0.005360685434164145,2.0005386131848857,-0.35425941832828167,5
CSVI,3.2716530909365296,1.0,100000,-0.011263472777207378,1.9922596954972127,-0.34190834807005643,5
CSVI,0.2362200655867697,1.0,100000,-0.007269002085218615,1.9958700532762024,-0.3511848523599559,5
CSVI,-3.2349320413573293,1.0,100000,0.005065829241010011,1.9938989902003752,-0.3429532844854042,5
CSVI,-4.534695469572799,1.0,100000,0.003128277492445039,2.004064670222599,-0.3728219133696471,5
CSVI,-0.7852417948495676,1.0,100000,0.003331264431975599,2.0008907841741292,-0.33476022482204515,5
CSVI,12.20070513439701,1.0,100000,0.014680968620904174,2.0074910896387435,-0.3618482514912449,5
CSVI,-2.6765432602086223,1.0,100000,-0.01661477458780978,2.0002888843753728,-0.33058354133788415,5
CSVI,-3.841263669403181,1.0,100000,-0.0010051810825847704,2.007629663025259,-0.38164309640021,5
CSVI,6.161391116791755,1.0,100000,-0.00787541640641508,2.0002659504322993,-0.4022042738425413,5
CSVI,-2.7385284844704603,1.0,100000,0.0026659591697124714,1.9985459642747578,-0.32017580185915184,5
CSVI,6.1366129096659305,1.0,100000,0.0020632062794561905,1.994299968014556,-0.3495569222772761,5
CSVI,-15.667082666785591,1.0,100000,-29.996383065293685,2.9930193328196206,-1.8942763568276075,5
CSVI,7.096648874113598,1.0,100000,-0.0069798715437520455,2.00409579988935,-0.3565058035525266,5
CSVI,1.1126526593185284,1.0,100000,-0.005907477742215469,1.9995791645404288,-0.36090119492898554,5
CSVI,-1.0303700986845827,1.0,100000,0.0029663943845746233,2.0053288487285736,-0.3867782511141047,5
CSVI,6.5100842381077575,1.0,100000,0.005661628215824909,2.000589490225185,-0.35014908603245587,5
CSVI,-7.753329752048772,1.0,100000,-1.1177258582440685e-05,1.995453965747166,-0.3728271108636738,5
CSVI,9.191466092972815,1.0,100000,-13.602137135566496,14.426779788950082,-5.412636823587065,5
CSVI,1.9253804970067152,1.0,100000,0.00810045312393594,1.9865226140586947,-0.34964820251380635,5
CSVI,0.07674637352491111,1.0,100000,-0.012049650439562477,2.0012130688814915,-0.3586757849116191,5
CSVI,-6.9009743207384595,1.0,100000,0.0018128877317203657,2.0040308767933066,-0.32849503534493163,5
CSVI,6.282993243863197,1.0,100000,-0.0031018794389342462,2.0079560129092715,-0.3380588040409269,5
CSVI,0.2493837558252743,1.0,100000,-0.006614707829039909,2.0027730049135517,-0.35360925767134477,5
CSVI,3.363700294939417,1.0,100000,0.002267437840039486,2.0075840330175487,-0.3481653950049646,5
CSVI,0.8220915271181394,1.0,100000,0.005638448593918316,2.00265513762509,-0.35823241214702417,5
CSVI,6.1785547809176276,1.0,100000,0.006636867475419573,2.001403460043131,-0.37380945304472846,5
CSVI,-12.024246840904196,1.0,100000,-20.169337133362014,12.198396296333897,-5.430080488379968,5
CSVI,-18.620746538115824,1.0,100000,-29.984651862100918,3.006328049216982,-1.9331025766216037,5
CSVI,-8.257461216981843,1.0,100000,-0.010883593321448998,1.9991438376398323,-0.37945663762461646,5
CSVI,9.90605647273086,1.0,100000,-0.005605400920853173,1.9998531676905185,-0.35752643193667577,5
CSVI,4.4425599874421415,1.0,100000,0.0010057309351859465,1.9959815077044725,-0.38962499533346096,5
CSVI,-1.4513790066963907,1.0,100000,0.007732495479917821,2.0037080431203558,-0.3621395847600519,5
CSVI,-2.6931149237646235,1.0,100000,-0.012016404671142775,1.9973296589388259,-0.34988532468403033,5
CSVI,1.3530785065892357,1.0,100000,0.004079846564842147,2.001939821469567,-0.3513006874721252,5
CSVI,-0.5874413319532638,1.0,100000,-0.0009051546232255567,2.0019316982346353,-0.3398531894132355,5
CSVI,-11.785343516287227,1.0,100000,-20.239416213770507,12.251397249729846,-5.382690059529509,5
CSVI,-19.05788598685897,1.0,100000,-30.005222432734378,3.0033184739748244,-1.8977719545242362,5
CSVI,-12.230221930952446,1.0,100000,-29.97533396101061,2.9952387935912888,-1.9173961396051071,5
CSVI,14.919660120862966,1.0,100000,29.999373499918256,3.0056702223837077,-1.9075319865274225,5
CSVI,-7.636565947828799,1.0,100000,0.00299473557633155,2.0020446818110242,-0.3200004486093144,5
CSVI,11.342015729694385,1.0,100000,-0.008567236236945112,1.9999277870124887,-0.3721567858209207,5
CSVI,-1.5065767941041082,1.0,100000,-0.006014685593508308,1.993834291611629,-0.34381975066207415,5
CSVI,4.321109208883652,1.0,100000,0.015244602997825592,1.9935875460036891,-0.3713068771952921,5
CSVI,-20.841865125852628,1.0,100000,-29.98134089972506,3.0072380590252417,-1.9286567950632616,5
CSVI,-10.930863226933903,1.0,100000,0.006375688953045871,1.9962770591340606,-0.36992203439297944,5
CSVI,-3.182990976556592,1.0,100000,-0.00876747825349799,2.003330898335386,-0.3580781510809006,5
CSVI,6.289249101265553,1.0,100000,-0.011382673642946132,1.9952871416212161,-0.3794723014922474,5
CSVI,11.691012966064351,1.0,100000,0.0024526214015803687,1.996646648832457,-0.32371710714074586,5
CSVI,-5.725605058344906,1.0,100000,0.0036692890124137233,1.9991388460426576,-0.3330805344700569,5
CSVI,-6.557082425511208,1.0,100000,-6.618345253938502,15.862562943541722,-5.431697557747297,5
CSVI,-6.558301042759916,1.0,100000,-0.005581473053373449,1.9980103475332693,-0.3485517885625611,5
CSVI,4.5497361701069705,1.0,100000,-3.5254705236422663,11.824143064131933,-5.352938005921729,5
CSVI,12.226875474311527,1.0,100000,29.96363154186777,3.004795064856105,-1.8747391924184562,5
CSVI,-5.475058006826591,1.0,100000,-0.011752549771191485,2.0051069381345714,-0.35947830741765063,5
CSVI,8.139953717663943,1.0,100000,-0.00401073714192368,1.9989955711830771,-0.3550801426375556,5
CSVI,10.14146628346178,1.0,100000,0.00029557840345735857,1.9953121314916176,-0.37158149834152177,5
