method,mean_initial,sd_initial,alpha,mean_vi,sd_vi,elbo,vi_stepsched
CSVI,-4.450702291816267,1.0,500,-0.003124560429467214,1.998130998384343,-0.35714157568589133,5
CSVI,-0.7745908798558778,1.0,500,-0.017939406820053457,2.0000120197272047,-0.3823464814629598,5
CSVI,-4.9598378193684765,1.0,500,-0.00584543706226929,2.004203822270509,-0.3476044233913229,5
CSVI,-0.9076704923107578,1.0,500,0.0060159035399297974,1.99687570822851,-0.33388965756476763,5
CSVI,-2.5673832295233843,1.0,500,-0.015285043512725664,1.9975385187191628,-0.3460070579498842,5
CSVI,-1.6067074640479089,1.0,500,0.01280739921079569,2.0023386272549732,-0.36447717546378966,5
CSVI,3.68594733794738,1.0,500,0.012437598156921905,2.0073928221042165,-0.39782110416136085,5
CSVI,0.4757319258991522,1.0,500,0.002897063406909744,1.9989718354429062,-0.3750709624119324,5
CSVI,-1.713060320053705,1.0,500,-0.0013805845152366565,2.000041892919246,-0.35578779535054306,5
CSVI,-1.5945005978539681,1.0,500,0.005348972014924088,1.9983060614478494,-0.33619778609125817,5
CSVI,-3.0704032769503597,1.0,500,-0.001693456287831679,2.0049741022971856,-0.3910364643301838,5
CSVI,1.8280762561892567,1.0,500,-0.005902587790892666,2.0026104150919166,-0.3487650015410835,5
CSVI,-4.756940844138545,1.0,500,0.0037537409712952367,1.995993017405137,-0.3136610927440189,5
CSVI,-1.3421741007608394,1.0,500,-0.010853239579847235,2.005518919330116,-0.3281341882871365,5
CSVI,-1.1900731249525158,1.0,500,0.003031786804163865,1.9992494388918158,-0.3715838426794029,5
CSVI,-2.421962841575176,1.0,500,-0.011446503837554143,1.9981631369681734,-0.31452297062319445,5
CSVI,3.748687553587189,1.0,500,-0.005143492185746346,1.9966924557366597,-0.3831027995590679,5
CSVI,0.3810229054268437,1.0,500,0.011028828788239168,2.0040088514564984,-0.3323760525099164,5
CSVI,-1.922154831307689,1.0,500,0.004767726180531094,2.0059581078191324,-0.4334236543202956,5
CSVI,-3.0577020379190216,1.0,500,-0.011836694741983405,2.0038849141987027,-0.349617244329532,5
CSVI,2.768813252387776,1.0,500,0.004233100566387853,2.0031667750906865,-0.3798177693471998,5
CSVI,3.5039254940351627,1.0,500,0.005361199985838628,2.000538613575001,-0.3542594092548912,5
CSVI,1.7292419442367413,1.0,500,-0.011262311754699859,1.9922596497213503,-0.34190833618970773,5
CSVI,-2.3877750123019528,1.0,500,-0.00726898243185461,1.9958700551516029,-0.3511848523213619,5
CSVI,3.6902265051614975,1.0,500,0.005068377603436721,1.9938992902677974,-0.34295330695952186,5
CSVI,-1.6037132471176152,1.0,500,0.003127886533436139,2.0040646689762056,-0.3728219149146961,5
CSVI,5.4183706526235085,1.0,500,0.0033319910303739315,2.0008908202295856,-0.33476021149236734,5
CSVI,0.8736021585366464,1.0,500,0.01467801739555926,2.0074910536487454,-0.3618482213363525,5
CSVI,1.1220395989986491,1.0,500,-0.016617915746455082,2.0002889509347224,-0.3305835237596497,5
CSVI,-1.88572916156786,1.0,500,-0.0010046539922018622,2.0076296531689493,-0.38164309408640396,5
CSVI,-3.2963121916193794,1.0,500,-0.007875697398513723,2.00026595347542,-0.4022042817190923,5
CSVI,0.22799378613098095,1.0,500,0.0026657080120009915,1.9985459619141313,-0.3201758019391212,5
CSVI,-1.943625132901441,1.0,500,0.002064850144518851,1.9942999287230911,-0.3495569345393883,5
CSVI,-5.188473965392191,1.0,500,0.0010889247176312136,1.9958646877040025,-0.3538245648618936,5
CSVI,0.5425466268632554,1.0,500,-0.006980095158017581,2.0040958005270726,-0.35650579964046125,5
CSVI,-2.5826551683316303,1.0,500,-0.005907310636411363,1.9995791835967194,-0.3609011943006415,5
CSVI,-3.9003584984919857,1.0,500,0.0029695387207468297,2.0053289102473943,-0.38677829795149066,5
CSVI,-1.9064074755537848,1.0,500,0.005654633139889472,2.000589228008168,-0.3501490488408967,5
CSVI,-2.400596285129228,1.0,500,1.2231028649686436e-06,1.9954537075367207,-0.3728268757861688,5
CSVI,-0.02480476860611593,1.0,500,-0.008549678468719919,1.998404230085298,-0.36687886811344406,5
CSVI,0.7867026070488795,1.0,500,0.008099917324290823,1.9865226014844355,-0.3496482044025311,5
CSVI,0.035118343869248905,1.0,500,-0.012049724678366337,2.001213067860429,-0.3586757853114606,5
CSVI,-0.5719771831594287,1.0,500,0.001810927725342948,2.0040308957335435,-0.3284950133952371,5
