method,mean_initial,sd_initial,alpha,mean_vi,sd_vi,elbo,vi_stepsched
CSVI_RSD,-0.3032915457913594,1.819499952978991,100000,5.9775753178314316e-05,1.9955709225737115,-0.3981512561594114,5
CSVI_RSD,-14.986595584849914,1.3599388029427022,100000,-16.72584068139026,13.635462097866306,-5.2414627198659485,5
CSVI_RSD,-6.288825693819143,1.869942164947024,100000,-0.005075046993325233,1.9931990650096942,-0.32293247550143667,5
CSVI_RSD,5.3538745338763185,1.236590569931337,100000,0.009056002110372595,1.9994447852493185,-0.3400974203170035,5
CSVI_RSD,13.20378272793062,1.5196649027905733,100000,0.009797987332778762,1.9935828597109624,-0.38635130277517904,5
CSVI_RSD,6.42340227701946,3.273077888762419,100000,-0.0032612134164652735,1.9999075163075708,-0.37185994958871404,5
CSVI_RSD,19.11581585475988,0.6445215127903743,100000,29.988023878470766,2.9954885135273153,-1.9088963280109361,5
CSVI_RSD,8.862334402764256,1.9316390437666002,100000,4.914325416402564,16.889463124366067,-5.467277111092185,5
CSVI_RSD,-6.684849672536906,1.5003418713074057,100000,-0.0024304675734861405,2.0017831782908657,-0.3467737552285062,5
CSVI_RSD,12.801038467412448,0.8310468714561962,100000,30.00486748317964,3.0125477398328706,-1.898986878628821,5
CSVI_RSD,8.195461948038522,0.6216223974373092,100000,0.0012884490958216107,2.006120443243604,-0.370317880998007,5
CSVI_RSD,3.1418903130695295,0.6655225294498752,100000,0.002823101823544536,2.0023410043462433,-0.3565942889314,5
CSVI_RSD,-8.016528106515995,1.3304414314594175,100000,-0.0010603086500510135,2.0024553928574065,-0.3365829577569426,5
CSVI_RSD,-1.2394118230487503,1.817248330831172,100000,0.006911478011743976,2.0016856312170477,-0.3528823854135914,5
CSVI_RSD,-4.337526432620406,1.213260388115298,100000,0.00430146689749922,1.9944999535760612,-0.3149950876122749,5
CSVI_RSD,-0.14937493786433692,1.2814529793437917,100000,0.0002995208598669743,1.9939926318225574,-0.35663582711398156,5
CSVI_RSD,10.514695131104311,0.5698570608386063,100000,-4.14687337585912,16.682047617479977,-5.002515207617466,5
CSVI_RSD,-21.85931807846732,1.9861207001252532,100000,-29.991461960588097,3.006306467539503,-1.8897914462723078,5
CSVI_RSD,-5.240236211234486,1.1254266341529002,100000,0.0013790045199571302,1.9999736072188499,-0.3278288322359484,5
CSVI_RSD,-4.962453404070503,4.294144242510622,100000,-0.0004925000000622074,2.0024634488798894,-0.33282219626697573,5
CSVI_RSD,0.6072750913790113,1.6373335568708292,100000,0.00981461966797462,2.0018819671124373,-0.38692081314718285,5
CSVI_RSD,17.79432206793429,2.31024710196522,100000,30.001391881947292,3.002222416121894,-1.9069710177693904,5
CSVI_RSD,7.382981777194701,4.132816898156852,100000,0.004140096331379809,1.990110661510254,-0.40017845659954476,5
CSVI_RSD,0.5241831437678572,2.3397293612681285,100000,0.024014368679519622,2.0041093772962513,-0.33742537384134863,5
CSVI_RSD,8.995754972293328,0.6669798930640922,100000,-0.001631791177105418,1.9974208466189762,-0.37194668455045576,5
CSVI_RSD,6.878281937870412,0.8447913725681359,100000,-0.012014072502900009,1.9996946748109101,-0.36264263400016583,5
CSVI_RSD,-2.393004391321262,0.558222859889126,100000,0.001386358589051311,1.993369812354539,-0.3704914401129962,5
CSVI_RSD,1.2142891547667318,0.6895709661322936,100000,-0.007402278308308331,1.9995179237399596,-0.3494754988796096,5
CSVI_RSD,21.116283340984275,4.387710885079408,100000,29.998150965345637,3.006848119916947,-1.909271754236964,5
CSVI_RSD,-0.4467923267175921,2.2480863029839977,100000,0.006627161130751044,2.0017841138716097,-0.3334053258230343,5
CSVI_RSD,11.292661751558779,0.976707890049272,100000,-0.005821341222900764,2.0016721488587237,-0.3478137458383199,5
CSVI_RSD,-2.9520357958151027,1.7670727053356154,100000,-0.0034988482228932656,2.0038441282451607,-0.3306134021484888,5
CSVI_RSD,12.959502931775956,1.98979099494742,100000,10.691077793648518,15.140993900064135,-5.180560652578647,5
CSVI_RSD,-8.452649496657003,3.6936111492028783,100000,0.01127099046070781,2.004154349651097,-0.3121717615041626,5
CSVI_RSD,6.1403201227842015,1.0868176186355418,100000,0.0036164700918954406,1.9958145417797488,-0.3502967106172714,5
CSVI_RSD,4.571158227166535,1.5384790252674378,100000,0.008699841271927109,1.9956483647162837,-0.37745000442548005,5
CSVI_RSD,-1.3995109514443742,1.0523313674440729,100000,0.0001685590411248612,2.0064745984176673,-0.38261172300843205,5
