method,mean_initial,sd_initial,alpha
CSVI,-4.450702291816267,1.0,500
CSVI,-0.7745908798558778,1.0,500
CSVI,-4.9598378193684765,1.0,500
CSVI,-0.9076704923107578,1.0,500
CSVI,-2.567383229523384,1.0,500
CSVI,-1.6067074640479089,1.0,500
CSVI,3.6859473379473795,1.0,500
CSVI,0.47573192589915225,1.0,500
CSVI,-1.7130603200537047,1.0,500
CSVI,-1.594500597853968,1.0,500
CSVI,-3.07040327695036,1.0,500
CSVI,1.8280762561892572,1.0,500
CSVI,-4.756940844138545,1.0,500
CSVI,-1.3421741007608394,1.0,500
CSVI,-1.1900731249525158,1.0,500
CSVI,-2.421962841575176,1.0,500
CSVI,3.7486875535871893,1.0,500
CSVI,0.38102290542684364,1.0,500
CSVI,-1.922154831307689,1.0,500
CSVI,-3.0577020379190216,1.0,500
CSVI,2.7688132523877758,1.0,500
CSVI,3.503925494035163,1.0,500
CSVI,1.7292419442367413,1.0,500
CSVI,-2.3877750123019528,1.0,500
CSVI,3.6902265051614984,1.0,500
CSVI,-1.6037132471176152,1.0,500
CSVI,5.4183706526235085,1.0,500
CSVI,0.8736021585366464,1.0,500
CSVI,1.1220395989986491,1.0,500
CSVI,-1.8857291615678597,1.0,500
CSVI,-3.2963121916193794,1.0,500
CSVI,0.22799378613098098,1.0,500
CSVI,-1.9436251329014407,1.0,500
CSVI,-5.188473965392191,1.0,500
CSVI,0.5425466268632554,1.0,500
CSVI,-2.5826551683316303,1.0,500
CSVI,-3.9003584984919857,1.0,500
CSVI,-1.9064074755537852,1.0,500
CSVI,-2.400596285129228,1.0,500
CSVI,-0.02480476860611593,1.0,500
CSVI,0.7867026070488795,1.0,500
CSVI,0.035118343869248905,1.0,500
CSVI,-0.5719771831594287,1.0,500
CSVI,-1.1597436027267196,1.0,500
CSVI,0.6428193156480753,1.0,500
CSVI,-1.043018324663495,1.0,500
CSVI,-2.244442438182313,1.0,500
CSVI,1.6145079563437963,1.0,500
CSVI,1.964055511148783,1.0,500
CSVI,0.5085440534191485,1.0,500
CSVI,3.9500553175457114,1.0,500
CSVI,-0.46829980835519625,1.0,500
CSVI,4.88673515079243,1.0,500
CSVI,-2.706012015619151,1.0,500
CSVI,2.4254709710838003,1.0,500
CSVI,-1.2029090257786779,1.0,500
CSVI,-1.1529498003971286,1.0,500
CSVI,3.5822984245704275,1.0,500
CSVI,-0.4426793731609632,1.0,500
CSVI,-1.269389617894575,1.0,500
CSVI,-2.859050970286958,1.0,500
CSVI,-1.6865584969862226,1.0,500
CSVI,0.34513038345512853,1.0,500
CSVI,1.2987973605652239,1.0,500
CSVI,-0.0025570016954076305,1.0,500
CSVI,4.450553101309789,1.0,500
CSVI,4.012093464532065,1.0,500
CSVI,-0.658085013330279,1.0,500
CSVI,-2.520735386307463,1.0,500
CSVI,0.6320865806290271,1.0,500
CSVI,-1.1212880056611976,1.0,500
CSVI,-1.0428355960299802,1.0,500
CSVI,-0.5716668118728568,1.0,500
CSVI,1.7769287769202131,1.0,500
CSVI,0.4890035389201911,1.0,500
CSVI,-0.9943373347613144,1.0,500
CSVI,0.45880279990180856,1.0,500
CSVI,-4.189195596488791,1.0,500
CSVI,1.1604060030722032,1.0,500
CSVI,-2.751092001137127,1.0,500
CSVI,-0.5430282226548332,1.0,500
CSVI,3.3488386427346786,1.0,500
CSVI,-0.02434632224729366,1.0,500
CSVI,0.051529621316761726,1.0,500
CSVI,1.479929777844305,1.0,500
CSVI,-4.96138441423786,1.0,500
CSVI,-0.2665912690235083,1.0,500
CSVI,7.184317690229765,1.0,500
CSVI,-0.7212546891843898,1.0,500
CSVI,3.322264774066978,1.0,500
CSVI,6.633867689690626,1.0,500
CSVI,1.7466189477587404,1.0,500
CSVI,-2.535758637970145,1.0,500
CSVI,4.895696128627454,1.0,500
CSVI,-2.7470623829365324,1.0,500
CSVI,0.5850266849940202,1.0,500
CSVI,-0.6124047587836514,1.0,500
CSVI,1.969582951800901,1.0,500
CSVI,-2.252583456156258,1.0,500
CSVI,-0.8012887638184448,1.0,500
CSVI,3.9929359014677637,1.0,1000
CSVI,0.6724277259856485,1.0,1000
CSVI,-1.1994743723743315,1.0,1000
CSVI,2.42793652247359,1.0,1000
CSVI,2.9440724575899546,1.0,1000
CSVI,1.4653074858754642,1.0,1000
CSVI,0.6322489088441201,1.0,1000
CSVI,1.2845425882361539,1.0,1000
CSVI,0.9981818575876339,1.0,1000
CSVI,1.6583978353451732,1.0,1000
CSVI,2.564232910650924,1.0,1000
CSVI,1.2267654173497122,1.0,1000
CSVI,-3.7896470642115205,1.0,1000
CSVI,1.5710815124443493,1.0,1000
CSVI,-2.9506495359830462,1.0,1000
CSVI,-0.21480496876977645,1.0,1000
CSVI,-0.6700345554912855,1.0,1000
CSVI,0.745728524339259,1.0,1000
CSVI,0.30142759001686026,1.0,1000
CSVI,3.4150410420596216,1.0,1000
CSVI,-1.1626583873394247,1.0,1000
CSVI,-2.3188637369728444,1.0,1000
CSVI,-0.2658137763806435,1.0,1000
CSVI,2.9521767543037782,1.0,1000
CSVI,1.6728823605971808,1.0,1000
CSVI,-0.8430323311799075,1.0,1000
CSVI,-0.5841218404800161,1.0,1000
CSVI,2.754056918636129,1.0,1000
CSVI,-5.164826132432493,1.0,1000
CSVI,-2.7263347922975405,1.0,1000
CSVI,-3.2514703222533172,1.0,1000
CSVI,1.7499076997038823,1.0,1000
CSVI,-2.8777996083778543,1.0,1000
CSVI,-4.850028802265991,1.0,1000
CSVI,-0.6311669713498623,1.0,1000
CSVI,2.942437738674173,1.0,1000
CSVI,-2.9708813349232,1.0,1000
CSVI,-3.9123786205547626,1.0,1000
CSVI,3.5282974335721833,1.0,1000
CSVI,1.6945317080119964,1.0,1000
CSVI,1.7298538432187271,1.0,1000
CSVI,2.995424071121107,1.0,1000
CSVI,1.9375880215022894,1.0,1000
CSVI,-1.1751669419885624,1.0,1000
CSVI,0.8751942578163331,1.0,1000
CSVI,-1.296435152319317,1.0,1000
CSVI,0.0184372140688826,1.0,1000
CSVI,1.513776558573148,1.0,1000
CSVI,0.22114688964953821,1.0,1000
CSVI,-0.9085780185117032,1.0,1000
CSVI,0.00455088124284686,1.0,1000
CSVI,0.8165044793848332,1.0,1000
CSVI,1.9756001500136549,1.0,1000
CSVI,-4.707706533304594,1.0,1000
CSVI,-1.0627141787085677,1.0,1000
CSVI,4.35777023336035,1.0,1000
CSVI,2.3551076589471265,1.0,1000
CSVI,1.8273272577106028,1.0,1000
CSVI,-0.7044307531526018,1.0,1000
CSVI,-5.820429080424435,1.0,1000
CSVI,-1.4453933919082544,1.0,1000
CSVI,0.5520542228304973,1.0,1000
CSVI,-1.3179025405277522,1.0,1000
CSVI,2.3727667526748664,1.0,1000
CSVI,-0.5362484626374573,1.0,1000
CSVI,-0.2117754660427847,1.0,1000
CSVI,1.3922425609506999,1.0,1000
CSVI,-3.4282234297437286,1.0,1000
CSVI,-1.0170083678968713,1.0,1000
CSVI,-0.9447319099413962,1.0,1000
CSVI,0.13013166062152562,1.0,1000
CSVI,1.5796518482472526,1.0,1000
CSVI,5.0681636428521175,1.0,1000
CSVI,1.6076634183987026,1.0,1000
CSVI,2.275863566076918,1.0,1000
CSVI,-0.8443175638082605,1.0,1000
CSVI,-0.25932490349590587,1.0,1000
