method,mean_initial,sd_initial,mean_vi,sd_vi,elbo,vi_stepsched
SVI,15.015360547174904,4.436895194142504,4.173339475195048,18.70041600214669,-5.548667774917966,5
SVI,20.456373494239852,4.802037307611007,29.987238537194376,3.010739926061204,-1.904224830919711,5
SVI,-7.374910495739827,2.6908875023822563,-41.333993093431936,121.6521528659539,-614.6795033770961,5
SVI,13.627709165603786,3.4409980932793367,16.174197313376965,13.82695427353306,-5.350036753009532,5
SVI,8.142815203449937,0.5247919694401363,2.4742800296189396,16.961768047447034,-4.780875016596052,5
SVI,14.545479366253476,1.2000949951599906,14.310729885628602,108.24105407051744,-407.7412955977526,5
SVI,32.790675273232644,3.90656522659607,29.963652542570305,3.002086209129835,-1.9306338972707549,5
SVI,-49.22293878592168,4.2437378141531585,-30.011148414202776,2.9941592209572088,-1.9134020563976106,5
SVI,-6.3805966741197535,2.4782234097211924,-28.182839283935202,81.86670066177919,-236.62475242817663,5
SVI,-14.942121301054144,2.3930414774346365,-29.98742049934124,3.004792364766784,-1.9326971794765733,5
SVI,-47.27827645207372,3.1958283111431314,-48.36188782230279,141.96703215872256,-809.0314457768711,5
SVI,-0.2836601877931777,3.7337402314598696,23.522854371724392,62.144753290875926,-103.94898664954773,5
SVI,-46.56523384307887,1.4333378868243265,14.645645399826684,44.814853328371406,-41.31601598568143,5
SVI,15.169352460981578,0.7594048889694961,4.138268559193866,17.33600135711109,-4.9663910789097985,5
SVI,36.694157308436324,1.749075194139008,-34.68995465333601,53.696054198295236,-96.62057091099298,5
SVI,-21.865172155300915,0.5113841439279105,-30.012086044113943,3.007177653332352,-1.922436421325319,5
SVI,-30.35193862813909,0.6699979848857281,-30.017453410536554,3.0001026628292857,-1.8738523653230441,5
SVI,-40.58058807134904,0.604143004342998,-30.012750553296126,2.995555538897463,-1.8822100190310715,5
SVI,-41.479857541151425,1.2163521291874275,-30.01007861435667,2.992083223154715,-1.8695927114641506,5
SVI,-35.010958353957164,1.6078214535628743,-30.02525453960868,3.00254193505924,-1.905524612892199,5
SVI,-17.078785661887576,1.4401764651530646,-33.85250267763045,86.63333956576285,-296.3624305266929,5
SVI,31.450568060243157,1.3392655595135765,30.02159201876395,2.9907711492236184,-1.9196336545206263,5
SVI,40.457231602116636,0.5135486602176261,-7.861467079422146,93.87782956046652,-298.2001984477063,5
SVI,32.27950380706107,1.0002243039946654,29.998211612161203,2.994640420055864,-1.90968857374824,5
SVI,-5.985966837260048,0.5484942064277961,-0.00444225785499603,2.0012760620957573,-0.35470886436914517,5
SVI,41.750585203819156,4.512450821567888,29.98745085956232,3.0143634681555223,-1.927625449870618,5
SVI,-2.4456869042285945,3.9692391874956066,-4.92861065983821,17.19389748247514,-5.076239516814281,5
SVI,-48.950886624595775,0.9043449967946658,-29.99759082649212,2.9902667373176555,-1.8746221120310218,5
SVI,-28.12367037222902,4.804645587858851,-29.991837797237718,2.998946886733336,-1.8876727851651656,5
SVI,-5.7972169890263325,4.075465822721971,-33.7419034168705,119.50913196379496,-570.8150200479251,5
SVI,5.002633994260752,1.6995002187956485,72.14932694037593,65.97000306512531,-341.1963228565815,5
SVI,39.784905200008936,1.8548484537229453,-63.54659027876354,83.87516479682783,-362.5904496906117,5
SVI,-29.07192003741353,4.243788786892615,53.07058968841027,88.00632123227281,-357.3558311031317,5
SVI,29.053981961259844,1.155943810314979,29.994940886974128,3.000931320916716,-1.9389347085068205,5
SVI,16.351296462859874,3.4053511548035584,29.975655412556076,3.001339687623152,-1.892621890934917,5
SVI,-28.26311538913554,3.0451988247948623,-30.018524765327673,2.996536895366511,-1.877432525856455,5
SVI,40.141467373727615,0.8847128150522281,-10.187206918965723,48.59665687358468,-43.468536073454885,5
SVI,26.618719964666425,1.6101656191799112,29.970108995194654,2.993435517636456,-1.8993491831392357,5
SVI,10.227445328471044,4.523777478985713,8.42602228416124,15.85843018076846,-5.412770542681761,5
SVI,19.207809447384676,3.0151800641283337,29.983617541599017,2.9979790719466135,-1.8749324310684106,5
SVI,41.43565883434975,2.0489002992784733,-8.207490485253322,58.89922428294525,-89.8219596254209,5
SVI,-17.123220890622814,4.467890650807012,-29.9749357730322,2.994469805405912,-1.8779496149804986,5
SVI,-26.833171490770887,3.4235664243819377,10.211624456910117,138.35525306727092,-773.9061151016152,5
SVI,-40.49291850443512,2.5439827821500627,-30.00313541657141,3.0142786936089747,-1.8753998591236232,5
SVI,-5.945169453940392,0.7414901016311453,-0.1911089411011641,16.49215429349504,-5.008159653384416,5
SVI,-8.417032577843775,0.8742269957066722,0.005382790499042577,2.0003180809434973,-0.35222348716452645,5
SVI,-7.075112381400727,2.0119549058884614,-68.9274749237298,15.353094988836549,-98.98712479774909,5
SVI,39.53095289297679,1.5895913267198212,55.044526933253216,47.80299723504384,-135.10944783183058,5
SVI,-27.438716781813607,4.432108611258453,14.206485782454934,123.50555004422442,-512.3329215282447,5
SVI,2.249778908223288,3.2802388508402585,-35.00508387852686,42.901298916109006,-66.96417229333657,5
SVI,-35.836973092325934,1.0245056680434674,-30.00494077296519,2.989392960141245,-1.8896869183983576,5
SVI,39.42270729756151,0.8533778872514546,-33.8304936868573,66.51322479331195,-159.12477660701666,5
SVI,-37.92127180191165,0.8627168270255688,46.562666692460255,28.442533854821914,-51.26258237340909,5
SVI,0.6939186284677712,0.8036489974024438,-0.009221346459562182,1.9896140916586393,-0.34700097072226566,5
SVI,22.42284031338252,1.3135888491678065,30.00298787344427,2.991527713176443,-1.9006376722653053,5
SVI,43.28623983878219,1.7045270804218675,32.91960919764028,97.56836605189162,-342.5415837775688,5
SVI,-20.670470945121263,4.321194471994656,-29.985733199311152,2.999879906753529,-1.877598602581195,5
SVI,-2.241144198471101,1.0687119630350843,-0.0008780074602192477,1.9985366492451855,-0.35535676475609845,5
SVI,45.128445432122625,0.93255445259684,29.867858143495187,3.040805676783049,-1.949741947442992,5
SVI,37.65931623786105,0.5770488847223901,30.028128024304607,2.9997655255761133,-1.9129766675936892,5
SVI,-18.677519494102174,2.002705966849037,17.55400602303562,62.81433327800431,-101.21976684846908,5
SVI,-3.475393331891663,1.2902207889687496,0.008966294212515654,2.000915856756235,-0.3329830192540837,5
SVI,-17.490144620723836,1.4534793455984174,-29.9925368500084,3.0085224426758765,-1.9043702071233284,5
SVI,1.3403557003901834,2.1856596810623112,-1.3286412453181808,126.8726308587313,-599.7064699620527,5
SVI,-5.604153332291572,0.7075148540423875,3.5795597130125136,17.710638762082407,-5.39225795212312,5
SVI,-16.719042839216502,3.2580610080186987,-29.92043301932229,3.0002942000956083,-1.9269263844781346,5
SVI,19.543186113098663,3.975412416966031,29.99734427806424,2.99530546009353,-1.864942710505173,5
SVI,34.50027338705844,2.683190600765287,-2.0542934303189355,49.561493247059396,-47.99746934352697,5
SVI,4.024199517423789,3.548622331736375,-8.23991684293774,87.8177624653689,-235.46658692264796,5
SVI,10.982815323317695,0.917011329366576,0.004915499705659886,1.9999207698643593,-0.3678655688434018,5
SVI,-27.11977054461737,1.641834712621019,-30.006077819067496,3.0098409050617128,-1.9017561282334206,5
SVI,2.6755547441169147,3.204276306008383,-0.0011694267753944564,2.0073193290276534,-0.3280790245255001,5
SVI,-36.76291067121067,1.186604791740374,-20.660671231674225,44.160372234735206,-51.096889855664394,5
SVI,-11.328393979187267,2.22431761908805,9.529141309262245,51.82433624007813,-70.13867360554649,5
