method,mean_initial,sd_initial
SVI_Ind,21.92958537004085,1.0
SVI_Ind,32.4547244140938,1.0
SVI_Ind,-23.933654811416393,1.0
SVI_Ind,47.293143945434615,1.0
SVI_Ind,-43.101810231028296,1.0
SVI_Ind,-49.40677514151638,1.0
SVI_Ind,-7.803715173487102,1.0
SVI_Ind,-46.734819542117144,1.0
SVI_Ind,41.012808623521856,1.0
SVI_Ind,-2.9021053279395637,1.0
SVI_Ind,13.984644781868216,1.0
SVI_Ind,48.488245718922684,1.0
SVI_Ind,25.984810699517723,1.0
SVI_Ind,27.89869939380335,1.0
SVI_Ind,-11.800473028237302,1.0
SVI_Ind,-16.612883156930813,1.0
SVI_Ind,10.006300540544599,1.0
SVI_Ind,44.53233653874003,1.0
SVI_Ind,6.640996853209014,1.0
SVI_Ind,28.301560827117033,1.0
SVI_Ind,-22.908422602843824,1.0
SVI_Ind,30.52512942924731,1.0
SVI_Ind,-16.76740723955179,1.0
SVI_Ind,24.625219472049974,1.0
SVI_Ind,10.909743461950006,1.0
SVI_Ind,-25.407554933590472,1.0
SVI_Ind,26.06348308299943,1.0
SVI_Ind,18.19453453305898,1.0
SVI_Ind,7.497320372366367,1.0
SVI_Ind,-15.561330045221045,1.0
SVI_Ind,-19.644956756767375,1.0
SVI_Ind,11.605319583472406,1.0
SVI_Ind,-37.92071717655775,1.0
SVI_Ind,42.782394226957024,1.0
SVI_Ind,-45.77187067394386,1.0
SVI_Ind,-12.917652678934587,1.0
SVI_Ind,-22.897275064910815,1.0
SVI_Ind,33.95678065361181,1.0
SVI_Ind,-49.989387632630276,1.0
SVI_Ind,33.83990180305469,1.0
SVI_Ind,18.022983693102855,1.0
SVI_Ind,-17.150811030694722,1.0
SVI_Ind,-5.766275316187741,1.0
SVI_Ind,35.06100712463387,1.0
SVI_Ind,-18.011356792996846,1.0
SVI_Ind,14.061640867603897,1.0
SVI_Ind,-4.241854452172311,1.0
SVI_Ind,-35.069011632263404,1.0
SVI_Ind,-25.058459397963183,1.0
SVI_Ind,-29.89503309279822,1.0
SVI_Ind,16.954515343616773,1.0
SVI_Ind,-47.58181309922816,1.0
SVI_Ind,-33.4736984099247,1.0
SVI_Ind,-1.205480217874022,1.0
SVI_Ind,32.47387168539807,1.0
SVI_Ind,-42.21073020503143,1.0
SVI_Ind,-26.931016460104185,1.0
SVI_Ind,-18.938622812492422,1.0
SVI_Ind,27.885764601436236,1.0
SVI_Ind,21.21677033906768,1.0
SVI_Ind,-30.161372938401186,1.0
SVI_Ind,-44.26493532273537,1.0
SVI_Ind,-21.573936166232343,1.0
SVI_Ind,-42.940681416589634,1.0
SVI_Ind,4.9323700908728725,1.0
SVI_Ind,31.46779057617245,1.0
SVI_Ind,5.643635613149245,1.0
SVI_Ind,39.20639097412829,1.0
SVI_Ind,-43.002565669623316,1.0
SVI_Ind,-9.784252501459845,1.0
SVI_Ind,32.40110901215587,1.0
SVI_Ind,1.8811197928877088,1.0
SVI_Ind,-38.98625739468626,1.0
SVI_Ind,-49.62784712501498,1.0
SVI_Ind,-3.1649337673945843,1.0
SVI_Ind,-29.254494256114317,1.0
SVI_Ind,5.823176894493587,1.0
SVI_Ind,-7.5113096295358,1.0
SVI_Ind,20.764404593474804,1.0
SVI_Ind,-41.36594895653787,1.0
SVI_Ind,-25.76199007518094,1.0
SVI_Ind,20.803682902077657,1.0
SVI_Ind,29.556254676034698,1.0
SVI_Ind,14.579288920916412,1.0
SVI_Ind,-37.19186913193005,1.0
SVI_Ind,-47.468101808820805,1.0
SVI_Ind,-9.971731400071848,1.0
SVI_Ind,15.872320126690386,1.0
SVI_Ind,-19.186723244246405,1.0
SVI_Ind,8.824747160180358,1.0
SVI_Ind,41.63081137391074,1.0
SVI_Ind,-17.94890850238715,1.0
SVI_Ind,48.42476715796663,1.0
SVI_Ind,49.680296957924675,1.0
SVI_Ind,21.366136692408922,1.0
SVI_Ind,-40.46579048574086,1.0
SVI_Ind,-23.247243304413047,1.0
SVI_Ind,-32.94282451345643,1.0
SVI_Ind,-17.507886885378387,1.0
SVI_Ind,19.483248282064714,1.0
