method,mean_initial,sd_initial
SVI_SMAP,-0.003576634709592299,1.9839708744084197
SVI_SMAP,0.004594076756835348,4.498231673802799
SVI_SMAP,0.0021424772485545236,0.7014373569835516
SVI_SMAP,-0.00012560305019035668,4.266453427499795
SVI_SMAP,0.0026716209446841915,0.9923197844455367
SVI_SMAP,0.0033072193095844333,1.8441762811602183
SVI_SMAP,-0.00031095027940590184,2.5835811630181986
SVI_SMAP,0.00413672025552032,0.8896290291356483
SVI_SMAP,0.003337313456043508,0.8893002324356711
SVI_SMAP,-0.004938299164909323,0.5123704572849025
SVI_SMAP,-0.004827458554022084,0.7051975828242096
SVI_SMAP,0.0015774329249235168,1.4339411524871133
SVI_SMAP,0.00021792577492657248,1.6573133723401823
SVI_SMAP,-0.0014308244750722975,3.305617720961638
SVI_SMAP,0.007764983789808914,0.9595464409587452
SVI_SMAP,0.0028883149563726355,1.1726601047653598
SVI_SMAP,-0.27760934033277085,1.313350383347031
SVI_SMAP,-0.001055824250231474,0.8597749205616811
SVI_SMAP,-0.002811403040028645,0.5410571696230752
SVI_SMAP,0.002257870239593001,1.52178076261598
SVI_SMAP,-0.0020641668512480283,1.992338783774456
SVI_SMAP,-0.0025692979869023653,1.7621201098310462
SVI_SMAP,-0.0027717885973343433,2.83697318749337
SVI_SMAP,-0.006580134808554118,0.7777710842706835
SVI_SMAP,-0.32015929865555404,4.393818850126829
SVI_SMAP,0.005688051810369751,0.5057995324318175
SVI_SMAP,-0.00047074754054492115,1.798110101660064
SVI_SMAP,0.0005701954818574214,2.8226446711599973
SVI_SMAP,0.0042534038406938845,0.5194776304039442
SVI_SMAP,-0.005828635047631434,2.029450616496086
SVI_SMAP,0.0063107081536693,4.396691696984005
SVI_SMAP,0.0028290473269872835,1.0958981935331988
SVI_SMAP,-0.0006738745801058346,0.5428737104976566
SVI_SMAP,-0.0015578302462756562,0.6701564264717185
SVI_SMAP,-0.0007645315017224469,4.353017973716883
SVI_SMAP,-0.07183106171006078,0.5408887820600998
SVI_SMAP,-0.0014604570316881361,1.632146034326961
SVI_SMAP,0.001997053733245842,4.073971771455386
SVI_SMAP,0.9176173722036589,2.6607706774286477
SVI_SMAP,-0.005468173937586429,0.7989228262782283
SVI_SMAP,0.001102569333817741,4.7243654777656525
SVI_SMAP,-0.00402781385096751,1.3290080401233157
SVI_SMAP,-0.000777203453639378,1.2809955906734014
SVI_SMAP,0.0005301055410916868,2.8846540717305102
SVI_SMAP,-0.003440393559108258,4.817310943232062
SVI_SMAP,0.0007671053565429195,1.793884939603932
SVI_SMAP,0.0011279851009894472,1.027402881345095
SVI_SMAP,0.000514289722125877,0.682863530020117
SVI_SMAP,0.0022058023627371665,0.5373655651762205
SVI_SMAP,0.004310938584144875,4.570770906581261
SVI_SMAP,-0.0009033743464111286,0.5904423943711116
SVI_SMAP,-0.005487585301790844,1.06168465701864
SVI_SMAP,0.003660143085143134,1.414520873090118
SVI_SMAP,-0.00677901664610432,0.6092260364347292
SVI_SMAP,0.0030138166062951732,3.586488946088589
SVI_SMAP,0.1140914914534316,2.317001842491413
SVI_SMAP,0.0011898093416225946,2.819150127441173
SVI_SMAP,0.002583528760980675,1.2812107117433846
SVI_SMAP,0.00321033098136281,0.8853233281408257
SVI_SMAP,-0.0015527538101085642,1.5352149245685711
SVI_SMAP,-0.00895519798078068,4.821762431021052
SVI_SMAP,0.000897109019279136,0.905872733546099
SVI_SMAP,0.001770814456514192,1.7035142575551152
SVI_SMAP,-0.008140300335689424,3.766804417237413
SVI_SMAP,0.0075956238851666875,0.6086177690587633
SVI_SMAP,-0.008254526141291157,4.189101269559063
SVI_SMAP,-0.004483964907407455,0.7515483094170189
SVI_SMAP,0.14201226053280205,0.6909541523176802
SVI_SMAP,0.0031966578595205145,4.925119226053086
SVI_SMAP,-0.03241646017026851,0.9979138026432559
SVI_SMAP,-0.00034152265422104716,2.26108379828065
SVI_SMAP,-0.0002974884631370378,2.738506739852547
SVI_SMAP,0.1634598165186341,2.514549201934945
SVI_SMAP,-0.004679374068800726,3.824874507523759
SVI_SMAP,-0.007191707668500096,1.9774721645067392
SVI_SMAP,-0.00529307909832592,0.6246625549672798
SVI_SMAP,-0.0017728731708893132,1.7753541623476408
SVI_SMAP,0.0015070665387748583,1.6365038964158962
SVI_SMAP,0.0034631747573085608,4.112907046695548
SVI_SMAP,-0.005758224328952861,1.0617692131455596
SVI_SMAP,-0.0007501218953007728,4.3489017670802514
SVI_SMAP,0.00022380359952380849,1.7997856919686221
SVI_SMAP,0.008191937723480643,1.9871146166829559
SVI_SMAP,0.006636619414217695,3.2234143162510405
SVI_SMAP,-0.0018443225540270786,2.238473777515868
SVI_SMAP,0.00036056593318024984,0.7232344065531515
SVI_SMAP,0.003881645367722816,2.132800336832604
SVI_SMAP,0.9388891031554292,2.456125383658689
SVI_SMAP,0.0013698971965722,0.8258436335686831
SVI_SMAP,0.013508856437512342,4.401798681413161
SVI_SMAP,-0.028211170612858983,0.6164306009841817
SVI_SMAP,-3.2981049682881095e-05,3.37599099301062
SVI_SMAP,0.002726719314317843,1.2165715238064971
SVI_SMAP,-0.0004162173988007578,1.2429637649174898
SVI_SMAP,-0.005615567586233368,1.8881050719508157
SVI_SMAP,0.025096869372998962,0.6068669668404326
SVI_SMAP,-0.0006179395039096396,1.0479692603360915
SVI_SMAP,0.17283314970893604,1.4165630511853535
SVI_SMAP,0.005905009237379169,3.1329025346143307
SVI_SMAP,0.013051478219204526,1.777260883065168
