method,mean_initial,sd_initial
SVI_OPT,-0.0011027518906060474,1.0
SVI_OPT,-0.0027393329337551593,1.0
SVI_OPT,-0.0005298629019403015,1.0
SVI_OPT,-0.006109896511135173,1.0
SVI_OPT,0.0013389114990475493,1.0
SVI_OPT,-0.0011881524518549968,1.0
SVI_OPT,0.10745377380569572,1.0
SVI_OPT,1.3600855564469756,1.0
SVI_OPT,-0.00035480229362988824,1.0
SVI_OPT,-0.0007266054154031732,1.0
SVI_OPT,-0.0024144192298538917,1.0
SVI_OPT,0.08674217053437237,1.0
SVI_OPT,0.0004484844577778861,1.0
SVI_OPT,0.002033575678296765,1.0
SVI_OPT,0.0034587532088609773,1.0
SVI_OPT,0.0012032749793163455,1.0
SVI_OPT,-0.0009253096856025721,1.0
SVI_OPT,0.0030149703266174155,1.0
SVI_OPT,0.0030104143763169306,1.0
SVI_OPT,-0.00023411927714609158,1.0
SVI_OPT,0.4621683361317625,1.0
SVI_OPT,-0.004269577915872874,1.0
SVI_OPT,0.0009846562640774587,1.0
SVI_OPT,0.0018718228501870967,1.0
SVI_OPT,0.02546280498979802,1.0
SVI_OPT,0.5211408591164907,1.0
SVI_OPT,-0.0568279488876789,1.0
SVI_OPT,0.0023459541962129395,1.0
SVI_OPT,-0.40243517474234136,1.0
SVI_OPT,-0.011521117517353147,1.0
SVI_OPT,0.0007148004807628544,1.0
SVI_OPT,0.004060777583863109,1.0
SVI_OPT,0.003722592896212713,1.0
SVI_OPT,0.03446765283999318,1.0
SVI_OPT,-0.0006877898168140208,1.0
SVI_OPT,0.03693233950941856,1.0
SVI_OPT,0.000752643582075696,1.0
SVI_OPT,0.0037434988207027593,1.0
SVI_OPT,0.03703171272568229,1.0
SVI_OPT,0.00043680023875395,1.0
SVI_OPT,0.4521030934292231,1.0
SVI_OPT,0.003898626703671127,1.0
SVI_OPT,0.0009388462775404841,1.0
SVI_OPT,-0.007798776600342988,1.0
SVI_OPT,0.11019016861597068,1.0
SVI_OPT,-0.004788996574276257,1.0
SVI_OPT,-0.0004369151942218268,1.0
SVI_OPT,0.00917505754259973,1.0
SVI_OPT,-0.0014644065847184116,1.0
SVI_OPT,0.0001353750712312895,1.0
SVI_OPT,0.0005897507329902448,1.0
SVI_OPT,-0.0288810406566926,1.0
SVI_OPT,0.003439952419807483,1.0
SVI_OPT,-0.0031209394934422325,1.0
SVI_OPT,-0.010189520177531377,1.0
SVI_OPT,0.003898271551994066,1.0
SVI_OPT,-0.0009622961317567272,1.0
SVI_OPT,0.13006864388789804,1.0
SVI_OPT,-0.0049020004203937685,1.0
SVI_OPT,-0.0003387655497926745,1.0
SVI_OPT,0.02684624429378465,1.0
SVI_OPT,-0.10499932385045553,1.0
SVI_OPT,-0.001857865766684087,1.0
SVI_OPT,-0.008725144449517799,1.0
SVI_OPT,0.877923224211078,1.0
SVI_OPT,-0.055193301582972455,1.0
SVI_OPT,-0.002026110435228083,1.0
SVI_OPT,-0.005774740231521894,1.0
SVI_OPT,-0.0036547135477710997,1.0
SVI_OPT,0.007546855861869516,1.0
SVI_OPT,-0.23902975905493273,1.0
SVI_OPT,-0.07261133777904244,1.0
SVI_OPT,-0.0013294146816709696,1.0
SVI_OPT,0.00022535729949438535,1.0
SVI_OPT,0.003852517277293127,1.0
SVI_OPT,0.0017295153076292216,1.0
SVI_OPT,-0.3151734926578108,1.0
SVI_OPT,-0.001752012696537135,1.0
SVI_OPT,-0.0021533131883190127,1.0
SVI_OPT,0.000616997645468884,1.0
SVI_OPT,0.002927777417798606,1.0
SVI_OPT,-0.13342370073556178,1.0
SVI_OPT,0.002761211561603859,1.0
SVI_OPT,-0.001353791483553638,1.0
SVI_OPT,0.0031347469281697063,1.0
SVI_OPT,-0.015354697619008746,1.0
SVI_OPT,-0.001889308759536054,1.0
SVI_OPT,-0.0038544482619833854,1.0
SVI_OPT,0.0009088968941422912,1.0
SVI_OPT,0.001675505557300589,1.0
SVI_OPT,-0.05969794202607556,1.0
SVI_OPT,0.8669703461941508,1.0
SVI_OPT,-0.0024537069553869505,1.0
SVI_OPT,-0.0006459375819637456,1.0
SVI_OPT,0.04100598340207195,1.0
SVI_OPT,-0.005766108263233686,1.0
SVI_OPT,0.0015874186990281081,1.0
SVI_OPT,1.1681935742398168,1.0
SVI_OPT,9.716845391817486e-05,1.0
SVI_OPT,-0.0027852219404611188,1.0
