method,mean_initial,sd_initial
SVI,15.015360547174906,4.436895194142504
SVI,20.456373494239855,4.802037307611007
SVI,-7.374910495739828,2.6908875023822563
SVI,13.627709165603786,3.4409980932793367
SVI,8.142815203449938,0.5247919694401363
SVI,14.545479366253478,1.2000949951599906
SVI,32.79067527323264,3.90656522659607
SVI,-49.22293878592168,4.243737814153159
SVI,-6.380596674119754,2.4782234097211924
SVI,-14.942121301054145,2.393041477434637
SVI,-47.27827645207372,3.195828311143131
SVI,-0.2836601877931777,3.7337402314598696
SVI,-46.56523384307887,1.4333378868243265
SVI,15.169352460981578,0.759404888969496
SVI,36.69415730843632,1.749075194139008
SVI,-21.865172155300915,0.5113841439279105
SVI,-30.351938628139095,0.6699979848857281
SVI,-40.58058807134904,0.604143004342998
SVI,-41.47985754115143,1.2163521291874277
SVI,-35.010958353957164,1.6078214535628743
SVI,-17.078785661887576,1.4401764651530646
SVI,31.450568060243157,1.3392655595135763
SVI,40.45723160211663,0.5135486602176261
SVI,32.27950380706107,1.0002243039946654
SVI,-5.985966837260048,0.5484942064277961
SVI,41.750585203819156,4.512450821567888
SVI,-2.4456869042285945,3.969239187495606
SVI,-48.95088662459577,0.9043449967946658
SVI,-28.123670372229025,4.804645587858851
SVI,-5.7972169890263325,4.075465822721971
SVI,5.002633994260752,1.6995002187956485
SVI,39.784905200008936,1.8548484537229455
SVI,-29.071920037413534,4.2437887868926145
SVI,29.053981961259844,1.155943810314979
SVI,16.351296462859878,3.405351154803559
SVI,-28.26311538913554,3.0451988247948623
SVI,40.141467373727615,0.8847128150522281
SVI,26.618719964666425,1.6101656191799112
SVI,10.227445328471042,4.523777478985713
SVI,19.207809447384673,3.015180064128334
SVI,41.435658834349745,2.048900299278473
SVI,-17.123220890622814,4.4678906508070115
SVI,-26.83317149077089,3.4235664243819377
SVI,-40.49291850443512,2.5439827821500627
SVI,-5.945169453940391,0.7414901016311453
SVI,-8.417032577843775,0.8742269957066722
SVI,-7.075112381400728,2.0119549058884614
SVI,39.53095289297679,1.5895913267198212
SVI,-27.43871678181361,4.432108611258453
SVI,2.2497789082232877,3.280238850840259
SVI,-35.83697309232593,1.0245056680434674
SVI,39.42270729756151,0.8533778872514546
SVI,-37.92127180191165,0.8627168270255688
SVI,0.6939186284677712,0.8036489974024438
SVI,22.42284031338252,1.3135888491678065
SVI,43.286239838782194,1.7045270804218675
SVI,-20.670470945121266,4.321194471994656
SVI,-2.241144198471101,1.0687119630350843
SVI,45.12844543212262,0.9325544525968401
SVI,37.65931623786105,0.5770488847223901
SVI,-18.677519494102178,2.0027059668490366
SVI,-3.475393331891663,1.2902207889687496
SVI,-17.490144620723836,1.4534793455984174
SVI,1.3403557003901834,2.1856596810623112
SVI,-5.604153332291572,0.7075148540423875
SVI,-16.719042839216502,3.258061008018699
SVI,19.543186113098663,3.9754124169660305
SVI,34.50027338705844,2.683190600765287
SVI,4.024199517423788,3.548622331736375
SVI,10.982815323317697,0.9170113293665759
SVI,-27.11977054461737,1.6418347126210193
SVI,2.6755547441169147,3.204276306008383
SVI,-36.76291067121067,1.186604791740374
SVI,-11.328393979187268,2.22431761908805
SVI,20.565728881589173,0.7534561277862107
SVI,-49.617141278754204,0.9443285559850108
SVI,22.186775242347146,0.7365414230243565
SVI,24.455744443534233,1.0693009982779267
SVI,20.811487157176558,0.5294705841377062
SVI,6.176537164834595,0.6667221928524293
SVI,-27.520343776240676,2.6054903222432495
SVI,-20.28010810545171,4.92722049047298
SVI,2.4811064593518117,0.7246119195267458
SVI,44.04405801268454,0.6073110075963278
SVI,40.84597119592173,0.6594662204815512
SVI,-46.813629228024034,1.2917814160069012
SVI,24.87260246972294,1.953300127293331
SVI,-26.192537302665052,0.5048522554765906
SVI,-49.60865766226414,1.0253752106785317
SVI,-6.914763889580133,0.7967921498391972
SVI,21.47399906808547,1.6678575687716564
SVI,-37.797788534675746,2.1659427948274965
SVI,-27.859525494755765,4.9763494390847525
SVI,-2.5644952910111485,1.5002926412028654
SVI,-42.39414867884417,4.316483826947838
SVI,13.879809537202203,0.5303627780680726
SVI,39.09397814318002,1.2873415805535882
SVI,-34.22254560768517,1.0447847480578685
SVI,-48.59601494902126,4.061966975027162
SVI,-13.414690900176861,0.9911937339898617
