method,mean_initial,sd_initial
CSVI,0.0033876251999644435,1.0
CSVI,0.0017261134365096746,1.0
CSVI,0.004359640208119287,1.0
CSVI,-0.002494336897086861,1.0
CSVI,-0.0014436797743621187,1.0
CSVI,0.0012898400368633145,1.0
CSVI,-0.00185305308331478,1.0
CSVI,0.0031828241389975313,1.0
CSVI,-0.005162269509738414,1.0
CSVI,-0.0013803836975008778,1.0
CSVI,-0.003217465819615877,1.0
CSVI,0.005028880859429898,1.0
CSVI,-0.17783470468312523,1.0
CSVI,0.0016219488933485395,1.0
CSVI,-0.0012227292912050298,1.0
CSVI,0.03911166846643679,1.0
CSVI,0.0016724958853746085,1.0
CSVI,-0.022703298783745524,1.0
CSVI,0.0006161043789294063,1.0
CSVI,0.3282905953428287,1.0
CSVI,-0.005594189429587956,1.0
CSVI,-0.0014867867865146736,1.0
CSVI,0.0021044123806027056,1.0
CSVI,0.0014930891377231668,1.0
CSVI,0.002571128787902642,1.0
CSVI,0.0012633168697866622,1.0
CSVI,0.0026398009714012145,1.0
CSVI,-0.002345662354763783,1.0
CSVI,0.02203867608730067,1.0
CSVI,0.001327847561008679,1.0
CSVI,2.04591705373927e-06,1.0
CSVI,0.000744959652086874,1.0
CSVI,0.001641953594464933,1.0
CSVI,0.06846910707722276,1.0
CSVI,0.00021700186026796665,1.0
CSVI,-0.0022836804574952944,1.0
CSVI,0.002801559890872904,1.0
CSVI,0.0004685692816629332,1.0
CSVI,0.02417690869740994,1.0
CSVI,-0.0007514471365089051,1.0
CSVI,-0.00350268952868502,1.0
CSVI,-0.035605258558510766,1.0
CSVI,-0.06142583081156961,1.0
CSVI,0.8289715917368923,1.0
CSVI,0.005939224286815477,1.0
CSVI,-0.0032781757926572358,1.0
CSVI,0.02304876390553865,1.0
CSVI,0.004317287438847045,1.0
CSVI,9.850435253287087e-05,1.0
CSVI,0.0018529804306550318,1.0
CSVI,-0.021732885119083577,1.0
CSVI,-0.008718453077189532,1.0
CSVI,-0.0017366363155859425,1.0
CSVI,0.019116941148033455,1.0
CSVI,0.00038968476709871496,1.0
CSVI,-0.0025673741556945574,1.0
CSVI,-0.045592641779827116,1.0
CSVI,-0.004766708334376375,1.0
CSVI,-0.0045655045204049845,1.0
CSVI,-0.010272847370457786,1.0
CSVI,0.00287483618309144,1.0
CSVI,0.001400500675746517,1.0
CSVI,0.0808983666965936,1.0
CSVI,0.0013646513026734067,1.0
CSVI,0.003818794238874079,1.0
CSVI,0.0013593137041895003,1.0
CSVI,0.0004837161380828153,1.0
CSVI,-0.10492449326221882,1.0
CSVI,-0.002426757424318485,1.0
CSVI,-0.0007794163071659065,1.0
CSVI,0.0002059472978184654,1.0
CSVI,0.004199890418004255,1.0
CSVI,0.0041269704546886546,1.0
CSVI,3.4878000810334635,1.0
CSVI,-0.0038946237119547216,1.0
CSVI,-0.002181374490054923,1.0
CSVI,0.0016717598694179654,1.0
CSVI,0.0003666373126555108,1.0
CSVI,-0.004201297526972612,1.0
CSVI,-0.001375693119016138,1.0
CSVI,-0.03643878694812236,1.0
CSVI,0.003555905607935251,1.0
CSVI,-0.002635186045805482,1.0
CSVI,-0.0054041134956831546,1.0
CSVI,-0.005193259500275699,1.0
CSVI,-0.004327525666186694,1.0
CSVI,-0.0009071550985649473,1.0
CSVI,0.0005926959606893533,1.0
CSVI,0.40910381458273104,1.0
CSVI,-0.00025189029280175404,1.0
CSVI,-0.002672593701876926,1.0
CSVI,0.005333019907658337,1.0
CSVI,0.004274649037105442,1.0
CSVI,-0.000579607355214688,1.0
CSVI,-0.00225129942207935,1.0
CSVI,0.0003430627073343422,1.0
CSVI,0.11652787601114269,1.0
CSVI,0.003879258867072689,1.0
CSVI,0.005734645403810301,1.0
CSVI,0.002740487807482873,1.0
